video_id,instance_id,query,short_query
Vj9Qz0L2fy0,0,Guy in blue shirt on the right is bouldering,Guy in blue shirt on the right
Vj9Qz0L2fy0,1,Guy is climbing the violet rock,Guy
VjwrqrG-ThI,0,pigeon walking,pigeon 
VljCExgbHM4,0,a woman is walking ,a woman
VljCExgbHM4,1,a man is sitting on the left,a man  on the left
Vm8c0mnhIRY,0,a bird is walking,a bird
VmUHMeeyko4,0,man is walking with the dog,man
VmUHMeeyko4,1,a dog is running,a dog 
VmsNEYDpOZk,0,Cat is rolling on the cover,Cat 
Vqpw6y_D5P0,0,silver car on the left,silver car on the left
Vqpw6y_D5P0,1,a man in black jacket is walking on the right,a man in black jacket on the right
Vqpw6y_D5P0,2,The woman in a striped shirt is crossing the street,The woman in a striped shirt
Vr7dr4ywsnk,0,Small cute kitten rolling on the wooden floor,Small cute kitten 
Vrac4j7C79Y,0,a man is climbing up the tree,a man
VuJVDjjf4Kc,0,Pink car flying over snow,Pink car 
Vv1u7IGe5jo,0,Bird is flying in the sky,Bird 
Vv1u7IGe5jo,1,bird flying in the bottom,bird
Vv1u7IGe5jo,2,white bird on the right is flying in the sky,white bird on the right
Vw8VCXlfnbI,0,a car is rotating from left to right,a car 
Vx2aapmOVc8,0,Soldier crawling slowly on the grass,Soldier 
Vz1NGFgmxag,0,kid climbing out of box,kid 
Vz9p9BJWNVc,0,spotted cat eating,spotted cat 
Vz9p9BJWNVc,1,white cat on the left is eating pet food,white cat on the left
W-AvQrA1qlI,0,baby is crawling on the white floor,baby 
W-AvQrA1qlI,1,colorful ball rolling on the ground,colorful ball
W0IsGNS5r9g,0,a woman on the right is running,a woman on the right 
W0IsGNS5r9g,1,Woman in green suit is waiting for a change,Woman in green suit 
W0IsGNS5r9g,2,second from left girl is standing,second from left girl 
W0IsGNS5r9g,3,woman running first,woman 
W0IsGNS5r9g,4,woman in red shirt is waiting for a change,woman in red shirt
W0IsGNS5r9g,5,woman running second,woman
W0IsGNS5r9g,6,woman in white vest and blue shorts running,woman in white vest and blue shorts 
W0i97dzs_aM,0,the bird is in a bird feeder,the bird 
W1EWN2b_JLc,0,woman climbing rocks,woman
W1Jj2Lb9wt8,0,Orange ball is dribbled by the guy in black shirt,Orange ball
W1Jj2Lb9wt8,1,a boy is throwing a ball,a boy 
W1Jj2Lb9wt8,2,man in black top running with a basketball,man in black top
W1Jj2Lb9wt8,3,a man is throwing a ball,a man 
W1Jj2Lb9wt8,4,the vent is in the wall,the vent
W3GGzq1PIqs,0,a person is walking fast,a person 
W3GGzq1PIqs,1,man in white hat standing on the bottom left,man in white hat  on the bottom left
W3GGzq1PIqs,2,a man in blue shirt on the bottom is watching the race,a man in blue shirt on the bottom 
W3GGzq1PIqs,3,man in white cap standing near the track,man in white cap 
W3jotcoVMG8,0,a baby is rolling in the bed,a baby 
W6P_KGaMsTM,0,cat running in the wheel,cat 
W6P_KGaMsTM,1,cat standing on the right,cat  on the right
W6xfHztZkqM,0,a yellow cat is eating its meal inside,a yellow cat 
W79Prod-058,0,white car parking in the back,white car  in the back
W79Prod-058,1,a car is flying on the air,a car
W7Z6i81klQQ,0,kitten rolling on the floor,kitten
W93w6aw26Ls,0,man rolling on the floor,man
WAytNRuGTLw,0,red ball sat by a woman,red ball sat
WAytNRuGTLw,1,a smaller red ball is being held by a woman who appears to be doing pilates,a smaller red ball 
WAytNRuGTLw,2,Woman is lying on the red air ball,Woman 
WAytNRuGTLw,3,White ball sitting beside a red ball,White ball
WB9X-rZOhOA,0,a small white dirty cat is rolling outside for fun,a small white dirty cat 
WBOOKcnSiQ4,0,a cat is running ,a cat 
WBs5PyS6uko,0,baby crawling,baby
WCWEOqwXGYk,0,seagulls flying in the sky,seagulls
WDgo0br6IJU,0,parrot walking above the door,parrot 
WDjb6hu6rM4,0,a brown dog is running,a brown dog 
WDjb6hu6rM4,1,man in black suit is walking with the dog,man in black suit
WGnQIn9zcLQ,0,black bird pecking the tree trunk,black bird 
WI6AKUXbuE4,0,kitten is climbing a tree,kitten 
WIOSblobi_w,0,baby rolling on the ground,baby
WIknNePlhRE,0,Dog eating an ice cream,Dog 
WJySKqO2Zzo,0,Guy in the hat climbing artificial rock,Guy in the hat 
WK_EAMso1p0,0,the dog is crawling,the dog 
WKhEZj2s08M,0,man rolling on the lawn,man 
WM0rb_ZSAX4,0,car jumping on the ground,car
WNkk6d5mDy4,0,a red ball is moving from left to right ,a red ball 
WOSMOBJQmLY,0,a man is crawling,a man 
WQVmtYSaFPI,0,Car is rolling on the sand ground,Car 
WR5Gpz-Ma64,0,a tiny baby is pushing a baby carriage,a tiny baby 
WR5Gpz-Ma64,1,a baby is sitting in a baby carriage,a baby 
WTrFVK82EJE,0,the puppy is climbing on top of another puppy,the puppy 
WTrFVK82EJE,1,black dog rolling,black dog 
WTreV_U6Eoc,0,a bird is climbing up a rope,a bird 
WUV81ukrsHc,0,Bird flying near trees,Bird 
WUxUf84L7Pk,0,woman in orange shirt standing on the left,woman in orange shirt on the left
WUxUf84L7Pk,1,man in blue shirt standing in the middle,man in blue shirt in the middle
WUxUf84L7Pk,2,a person in pink shirt is standing on the left,a person in pink shirt on the left
WUxUf84L7Pk,3,a man with white shirt is watching a muddy game,a man with white shirt 
WUxUf84L7Pk,4,man in purple top standing on the right,man in purple top on the right
WUxUf84L7Pk,5,a person on the right is jumping,a person on the right
WVD-0Eg3ECI,0,cat climbing onto the chair,cat 
WVqa2SiWdoo,0,a dog is running,a dog 
WVqa2SiWdoo,1,woman running with a dog on the left,woman on the left
WW07-Rdwvr0,0,Guy in the training suit throwing the ball,Guy in the training suit
WW07-Rdwvr0,1,a bouncing basketball,basketball
WWRQqjKcpVw,0,man in white shirt standing in the middle,man in white shirt in the middle
WWRQqjKcpVw,1,a man on the right is jumping,a man on the right
WWRQqjKcpVw,2,a man in violet shirt on the right is standing,a man in violet shirt on the right
WWRQqjKcpVw,3,man in blue shirt walking in the back,man in blue shirt in the back
WWRQqjKcpVw,4,a girl with pink shirt is sitting on the left,a girl with pink shirt on the left
WWRQqjKcpVw,5,Guy in white shirt and black shorts standing on the left side,Guy in white shirt and black shorts  on the left side
WXkPTjUBp90,0,car jumping up and down,car 
WXkPTjUBp90,1,woman with orange bag standing near the car,woman with orange bag 
WYk07KFWPZ8,0,cats jumping on to a stage,cats 
WYk07KFWPZ8,1,hands of a person is playing with an animal,hands of a person 
WYnDJPd1Q3c,0,black bird running on the grass,black bird 
W_2eU1ykV3k,0,a man with white shirt is playing basketball,a man with white shirt 
W_2eU1ykV3k,1,the basketball is thrown,the basketball 
Wa0WP-2ipFA,0,baby climbing over the bed,baby 
WaA9ooU5pRQ,0,Dalmatian dog running on a leash on green floor,Dalmatian dog 
WaA9ooU5pRQ,1,woman running with the dog,woman 
Wcw5TfT-VzY,0,man walking with a dog,man 
Wcw5TfT-VzY,1,a brown dog is walking,a brown dog
WcyboSEXrUE,0,a green parrot is climbing up a branch,a green parrot
WdeQ5AfZXYE,0,a car is moving and flying on the air,a car 
WdeQ5AfZXYE,1,Woman is standing on the right,Woman 
WdtVrcnQMwc,0,cat eating,cat 
We5eCXzz0gE,0,a baby is rolling,a baby 
WeNmN5V8XGo,0,a man with black shirt on the left is watching,a man with black shirt on the left 
WeNmN5V8XGo,1,Boy is shooting a ball from free throw line,Boy
WeNmN5V8XGo,2,the basketball is thrown,the basketball
WnVw1DKFBvU,0,cat is eating a watermelon,cat 
WpgQGdp-s5o,0,a dog is eating,a dog 
WqyMcw5sEOw,0,woman standing next to a brown dog on the left,woman 
WqyMcw5sEOw,1,a man in suit is running,a man in suit
WqyMcw5sEOw,2,white dog running with a man,white dog 
Ws_U64OJKLc,0,white dog is running in front of the camera,white dog 
Wszpl-2j8Hs,0,a bird is flying,a bird 
Wszpl-2j8Hs,1,Flamingo bird flying in the middle,Flamingo bird in the middle
WtSuVSVZk-g,0,Small girl in cute dress walking in the room,Small girl in cute dress 
Wu17qzlfFrg,0,baby crawling through the tube,baby 
WvHjP8hJBSs,0,baby is lying on red floor,baby 
Wvz0BFnWlAQ,0,a cat is walking,a cat
Wwd-76uvIrM,0,Blue ball jumping in supermarket,Blue ball
Wwd-76uvIrM,1,the toddler is bouncing a blue ball,the toddler
WxeVoXc84J0,0,a car is flying on the air,a car
WxeVoXc84J0,1,a car is flying on the air,a car
Wy3SuhEQHVg,0,someone is climbing through a mountain,someone
WzRGV17wBls,0,baby crawling on the carpet,baby 
X-vdnHl0x0A,0,White in shirt is walking in the airport terminal,White in shirt 
X-vdnHl0x0A,1,Man in blue shirt looking at his smartphone,Man in blue shirt 
X-vdnHl0x0A,2,man in white shirt and white hat walking in the back,man in white shirt and white hat in the back
X-vdnHl0x0A,3,man in dark shirt walking with two bags,man in dark shirt with two bags
X-vdnHl0x0A,4,Woman in black sweater is walking in the airport terminal,Woman in black sweater
X-xVyNTXmKY,0,a woman on the right in black is standing,a woman on the right in black
X-xVyNTXmKY,1,dog walking with a woman,dog 
X-xVyNTXmKY,2,a woman with red dress is running,a woman with red dress 
X0dKBa-76jc,0,Guy in pilgrim costume is eating a nutella,Guy in pilgrim costume 
X36foYel8vc,0,Guy in yellow athletic suit running first in the run,Guy in yellow athletic suit 
X36foYel8vc,1,a man with yellow and green jersey is running in the middle,a man with yellow and green jersey in the middle
X36foYel8vc,2,Guy in black sports suit running behind other two guys,Guy in black sports suit
X5XNH2UTH4o,0,white ball on the left,white ball on the left
X5XNH2UTH4o,1,gray ball on the right,gray ball on the right
X5XNH2UTH4o,2,the medicine ball is thrown on the floor,the medicine ball
X5XNH2UTH4o,3,man in red top bouncing a ball,man in red top
X6FURuB4sjs,0,a cat is eating food,a cat
X6NKWhEl_V0,0,a man with red shirt is running toward camera,a man with red shirt
X6aQCGTINDI,0,bird is getting off from the roof top,bird
X73GLwJF7Z8,0,a bronze car is standing on the right,a bronze car on the right
X73GLwJF7Z8,1,the gray car is parked,the gray car
X73GLwJF7Z8,2,a white car is parked on top,a white car on top
X73GLwJF7Z8,3,the moth duck is walking,the moth duck 
X73GLwJF7Z8,4,Black car standing near white car,Black car
X73GLwJF7Z8,5,Green car standing in the left corner,Green car in the left corner
X917JONMmwo,0,cat eating,cat
XAFpAy5Tqg4,0,a green bird is jumping up and down,a green bird
XDu3ZqkjpEQ,0,a white cat is walking,a white cat 
XEH7bJyQjoQ,0,Woman is bouldering,Woman
XE_49ooQfgI,0,baby walking in the room,baby 
XE_49ooQfgI,1,The guy in the orange shirt switching the lights on,The guy in the orange shirt 
XEckmEGPkB4,0,White dog is running on the field,White dog
XGsqyLb65qI,0,Heron is eating a snake,Heron
XHAPfV2NCNI,0,Parrot jumping on a parquet,Parrot
XHAwU2yHmao,0,Parrot is rolling on the table,Parrot 
XHFsmsGPDVc,0,Burgundy large car rolling several times,Burgundy large car 
XHFsmsGPDVc,1,a man is flying on the air,a man 
XHFsmsGPDVc,2,the white truck is parked,the white truck 
XHFsmsGPDVc,3,Person is flying from the car during crash,Person 
XHFsmsGPDVc,4,guy flying through the air,guy 
XIt9hcPhdxs,0,Brown dog rolling on the carpet,Brown dog
XIt9hcPhdxs,1,a man is standing on the right,a man 
XJbj-tBirio,0,the basketball is thrown around,the basketball
XJbj-tBirio,1,Guy in the red shirt shooting balls from the left,Guy in the red shirt
XJbj-tBirio,2,the person is catching and passing the ball,the person 
XMQtAm5hWDI,0,man tumbling on the grass,man 
XNjkJT1Oa6o,0,baby in black gray striped outfit climbing,baby in black gray striped outfit 
XOLkSvbQFOg,0,the cat is eating food off the floor,the cat
XPOif-Kkx9s,0,Man is throwing ball to the basket,Man 
XPOif-Kkx9s,1,an orange ball is flying,an orange ball
XPlsmgMLf8E,0,a man is rolling down a hill,a man 
XQ2WJo8sLEw,0,White blue ball is laying on the left,White blue ball on the left
XQ2WJo8sLEw,1,White dog is jumping through pink flower circles,White dog
XQ2WJo8sLEw,2,the person in gray is walking,the person in gray
XQ2WJo8sLEw,3,man in black pants walking next to a white dog,man in black pants
XVMuN3em64c,0,a person with a black shirt is eating,a person with a black shirt
XVMuN3em64c,1,Guy in orange shirt sitting at the table,Guy in orange shirt 
XVMuN3em64c,2,Guy on the left is eating ,Guy on the left
XWLh6BBJY2c,0,Boy with white hat playing basketball,Boy with white hat
XWLh6BBJY2c,1,man throwing ball ,man
XWLh6BBJY2c,2,Ball laying near the door,Ball
XWLh6BBJY2c,3,basketball flying into the basket,basketball
XWU-3383awE,0,the guy in the white shirt is eating something from a bowl,the guy in the white shirt
XWU-3383awE,1,man eating on the left,man on the left
XWq7yzJykCQ,0,a white dog is barking on the floor,a white dog 
XWq7yzJykCQ,1,Yellow small ball is lying on the floor,Yellow small ball 
XWq7yzJykCQ,2,a green ball is sitting on the back,a green ball on the back
XXc0zq84TkU,0,Cat quickly climbing the wall,Cat 
XZ9aZGtR9ro,0,a white dog is crawling,a white dog 
XZVXofkLyZw,0,a baby is crawling,a baby 
X_yJYz11yYY,0,pigeon walking in the snow,pigeon 
XajnNDIefa8,0,Bird is climbing the stairs,Bird 
Xak5MjMRWFA,0,Small baby crawling on the right,Small baby on the right
Xak5MjMRWFA,1,baby crawling on the left,baby on the left
XdJF9gJt-Ds,0,man standing on the right side of the treadmill,man 
XdJF9gJt-Ds,1,the blue man is running on a treadmill,the blue man 
XdJF9gJt-Ds,2,a man in dark shirt is standing on the left,a man in dark shirt on the left
XeB01WsIBQ8,0,white dog eating,white dog
XeVoWqR_ods,0,a brown dog is rolling on the grass,a brown dog 
XgOoI6MlHQc,0,a bird is rolling,a bird 
XhPZzoNrH_M,0,baby in pink dress is lying on the bed,baby in pink dress 
XhPZzoNrH_M,1,a girl on the left is watching,a girl on the left
XhzsMNkMY40,0,dog is eating from hand,dog 
XiTgkeimS68,0,Baby in green costume climbing the stairs,Baby in green costume
XiZcwJcAPKA,0,a person is standing with an open leg,a person
XiZcwJcAPKA,1,a black dog is running between the girls feet,a black dog 
Xj4HQwpJRA4,0,car with yellow stripes jumping in the middle,car with yellow stripes 
Xj4HQwpJRA4,1,the person with a white cap is watching a car,the person with a white cap 
Xj4HQwpJRA4,2,a man in dark is standing in the middle,a man in dark
Xj4HQwpJRA4,3,second man in blue from right standing,second man in blue from right
Xj4HQwpJRA4,4,man in blue standing on the rightmost,man in blue on the rightmost
Xj4HQwpJRA4,5,a man with green shirt on the left is standing,a man with green shirt on the left 
Xj4HQwpJRA4,6,the blue man on the right bottom is standing,the blue man on the right bottom
Xk9FT6ktnqE,0,a cat is rolling on the bed,a cat 
XkTNuz2D9fU,0,Bird running on the beach,Bird
XkshgdUpH9s,0,a cat is jumping,a cat 
XlnBNfenXTc,0,a baby is climbing a seat,a baby
Xo0MEQSGW8w,0,Flying car taking off from runway,Flying car
XoAfXt-byRI,0,the car is trying to jump over other cars,the car
XoHqT4rX5Fg,0,a white dog is eating food,a white dog
XpIpHBgJUGM,0,Guy in the black sports suit is running on the track,Guy in the black sports suit
XpIpHBgJUGM,1,Man in red shorts is running on the track,Man in red shorts
XpIpHBgJUGM,2,man in red running,man in red 
XpLweH0fo7M,0,black dog crawling on the floor,black dog 
XsLgy84qXME,0,black cat climbing,black cat 
XtYECKEI9t8,0,White kitten escaping from the hand,White kitten
XtYECKEI9t8,1,man is playing with the cat,man
XyDO1lRpYLI,0,the dog is rolling over,the dog
XytR6MOwKHs,0,Guy is climbing a gray wall,Guy 
Xzj_DwwnWZA,0,car is jumping from the springboard,car 
Xzj_DwwnWZA,1,a man in yellow shirt is standing in front of the camera,a man in yellow shirt
Y0C_nqPdGEM,0,Blue police car rolling in the streets,Blue police car 
Y0Tn81v1Pt0,0,White dog is running in spinning wheel,White dog 
Y0UsgzQ52tg,0,cat running in the room,cat 
Y0y_SF_9zBQ,0,a man is sitting close to the camera and playing with a green ball,a man
Y0y_SF_9zBQ,1,a seated baby is taking and giving a green ball,a seated baby
Y0y_SF_9zBQ,2,a green ball is being held by a small child,a green ball
Y46t7LPnVlA,0,a baby is climbing up a seat,a baby 
Y6m5YnRmWO4,0,man in red top jumping on the trampoline,man in red top
Y6m5YnRmWO4,1,boy kicking a orange ball,boy
Y6m5YnRmWO4,2,ball flying into the sky,ball 
Y6m5YnRmWO4,3,a girl is watching a performance on the right,a girl on the right
Y6m5YnRmWO4,4,man in striped shirt standing,man in striped shirt 
Y8TyYoG8oB4,0,black dog crawling,black dog
Y93DbtNqc5Y,0,Guy is rolling down from grass hill,Guy
Y96I2y8fUl8,0,black bird eating,black bird 
YAHsPetA0yM,0,bird flying over the beach,bird 
YAHsPetA0yM,1,a bird is flying on the left,a bird on the left
YAHsPetA0yM,2,Girl in pink shirt is running on the beach,Girl in pink shirt
YAHsPetA0yM,3,Bird is flying above the beach,Bird 
YAHsPetA0yM,4,Girl in pink red dress is chasing birds on the beach,Girl in pink red dress 
YAPQck9DCkk,0,Guy in white cap is eating at the table ,Guy in white cap
YAPQck9DCkk,1,a bald man is eating a sandwich,a bald man 
YAVnYNL6Px8,0,Black dog running on green brown grass,Black dog 
YBPyEYyZA8g,0,Fluffy small white dog walking on a leash,Fluffy small white dog 
YBPyEYyZA8g,1,a woman in black dress is walking,a woman in black dress 
YFiFrILEfkc,0,Man with pink backpack is walking outside,Man with pink backpack 
YFiFrILEfkc,1,a girl in white jacket is walking,a girl in white jacket
YIEv6_HQtAc,0,a man in white shirt is throwing a ball,a man in white shirt 
YIEv6_HQtAc,1,a yellow basketball is being held and played by a guy,a yellow basketball 
YIHjdVteO2A,0,a man is throwing a ball,a man
YIHjdVteO2A,1,a basketball ball is flying,a basketball ball
YIL8dT5HGr8,0,girl rolling on the mat,girl 
YIL8dT5HGr8,1,bird in black pants standing,bird in black pants 
YIkiV77yKN0,0,Orange ball jumping near free throw line,Orange ball
YIkiV77yKN0,1,Guy in white shirt dribbling a ball,Guy in white shirt 
YJ74d6WWLDE,0,Man in orange helmet is climbing a rock,Man in orange helmet
YLxQLEmeUro,0,white car parking on the right,white car on the right
YLxQLEmeUro,1,red car jumping to the white car,red car 
YLy_WduPvcE,0,a parrot is rotating in a rope,a parrot 
YLzSQOyl4k0,0,Green yellow parrot rolling on the wooden stick in the cage,Green yellow parrot
YLzSQOyl4k0,1,a bird is standing on a bar on left in a nest,a bird 
YM6giKk2JIs,0,the bowling ball is thrown,the bowling ball 
YM6giKk2JIs,1,Man is throwing a bowling ball,Man 
YMcgGPeBDZM,0,Guy dribbling the ball in the center of the circle,Guy 
YMcgGPeBDZM,1,a blue and yellow ball is moving up and down,a blue and yellow ball 
YPy8zQez4Hk,0,bird rolling,bird 
YTTZ3z86MtM,0,the beagle is rolling around in a patch of dirt,the beagle
YWVZoexIAMA,0,the baby is pushing a toy,the baby
YX1Ya8UA25c,0,cat in silver color rolling,cat in silver color 
YX1Ya8UA25c,1,man in yellow top standing in the back,man in yellow top in the back
YZxVkQ1ukO8,0,a brown dog is walking,a brown dog 
YZxVkQ1ukO8,1,person walking with the dog,person 
Ybfv0xhHPJ0,0,a dog is running in the grass,a dog
Ybfv0xhHPJ0,1,a white and brown dog is following its friend on grass,a white and brown dog
Yeab5p3yQIM,0,red car rolling on the lawn,red car 
YggIcWYUC1s,0,man rolling on the grass,man 
Yh2XTAiVXJs,0,bird flying above the water,bird 
YiCOxtU7oo8,0,a dog is rolling,a dog 
YigOHqXuFT0,0,a man in white shirt is walking on the left,a man in white shirt on the left
YigOHqXuFT0,1,the blond lady is walking,the blond lady
YigOHqXuFT0,2,a girl on the right is walking,a girl on the right
YigOHqXuFT0,3,the person on the right is standing,the person on the right 
Yij4cD0wwSg,0,spotted cat jumping,spotted cat 
Yij4cD0wwSg,1,a man with white short pant is standing on the left,a man with white short pant on the left
Yij4cD0wwSg,2,Guy in gray shorts standing on the right,Guy in gray shorts on the right
Yj37_ARtN9k,0,a white dog is walking,a white dog 
Yj37_ARtN9k,1,a brown cat is walking,a brown cat 
YjSmCfbiSlc,0,a black dog in the middle is crawling,a black dog in the middle 
YjSmCfbiSlc,1,gray dog crawling on the left,gray dog on the left
YjrnJVO-8zE,0,black dog rolling on the floor,black dog 
Ypk7UDL8aYc,0,a car is turning upside down on a dirt road,a car 
Yqn605iZVzA,0,a man is running,a man
Yqn605iZVzA,1,man in white top and black pants walking beside the running track,man in white top and black pants 
YtQ3TlMp8yU,0,a white pelican on the grass,a white pelican 
YtwPzyppOyY,0,yellow dog jumping up and down on left,yellow dog on left
YtwPzyppOyY,1,a dog is jumping,a dog 
YtwPzyppOyY,2,a man in yellow clothes is rotating a rope,a man in yellow clothes 
Yv3KBpEw11w,0,Girl is sitting on the floor,Girl 
Yv3KBpEw11w,1,blue bird climbing  ,blue bird
YvUHWgFtx3Y,0,dog eating on the grass,dog 
Yvln6qRYNPo,0,bird climbing on the cage,bird
YwCrkTTCQ_8,0,a big white dog is walking ,a big white dog
YwCrkTTCQ_8,1,fluffy cat walking with the dog,fluffy cat 
YwoV9dqLW8E,0,the cat is sitting,the cat
YwoV9dqLW8E,1,man in black eating burgers,man in black 
YxG4w7hOsAQ,0,man is throwing discs to the dog,man
YxG4w7hOsAQ,1,dog is catching plates,dog
YxTnbVoSFRg,0,a white dog is rolling in the grass,a white dog
YzUGhQvat_4,0,a baby is rolling in his bed,a baby
YzZdQC3Vtys,0,cat jumping along the door,cat 
Z14ivKXWD0k,0,a dog is rolling on the floor,a dog
Z14ivKXWD0k,1,Orange ball laying on the floor near the dog,Orange ball 
Z2o-4dY2x3g,0,Dog rolling on the grass,Dog 
Z3JcyWmXf9Q,0,dog is eating from the bowl,dog 
Z3VaBWiLwmI,0,car rolling over the road,car 
Z3VkU7jkmF8,0,baby rolling on the couch,baby 
Z3mrI3Qtib0,0,man in red vest jumping into the sand pit,man in red vest
Z3mrI3Qtib0,1,a man is standing on the right and watching the game,a man on the right 
Z41ego6wAMU,0,Parrot rolling ,Parrot 
Z6SJAY_kX5Q,0,a black car is jumping up and down,a black car 
Z6SJAY_kX5Q,1,a man with white shirt is standing near the car,a man with white shirt 
Z6SJAY_kX5Q,2,man in red shirt is walking towards a car,man in red shirt
Z7WNqKYkagw,0,Bird is pecking a tree,Bird
Z8cPkTh7Y3k,0,a black dog is walking,a black dog
Z8cPkTh7Y3k,1,man in gray sweater is walking on the wooden platform,man in gray sweater
Z9B8qY5XvAA,0,a colorful parrot is climbing up a tree,a colorful parrot
ZA8sDkqzwUs,0,baby is walking towards a girl,baby
ZA8sDkqzwUs,1,Girl on the left is sitting on the floor,Girl on the left
ZA8sDkqzwUs,2,a man in red tshirt is sitting on the right,a man in red tshirt on the right
ZBDqZAnx55Q,0,cat is eating a burger,cat 
ZBsZico-77E,0,the grey cat is climbing up a ladder,the grey cat
ZFGGfucMUEc,0,bird jumping up and own with a woman,bird 
ZFGGfucMUEc,1,woman playing with a blue bird,woman
ZFgixenRtEc,0,a guy holding a white bird,a guy 
ZFgixenRtEc,1,white bird jumping,white bird
ZFgixenRtEc,2,Woman catching an owl on her hand,Woman
ZGrTADVlv4g,0,a red car is jumping on a dirt road ,a red car
ZI9F9a45VVw,0,a dark car is parked in the middle,a dark car in the middle
ZI9F9a45VVw,1,a white car is rolling over the ground,a white car
ZIwPOSENnxY,0,a man is standing on the platform,a man
ZJLo4kKI_uw,0,man in white shirt and black pants walking the street,man in white shirt and black pants 
ZJLo4kKI_uw,1,woman in black top walking with a girl,woman in black top 
ZJLo4kKI_uw,2,a woman in blue jeans and black shirt is walking on the left,a woman in blue jeans and black shirt on the left
ZJLo4kKI_uw,3,Woman in black skirt with large bag walking on the street,Woman in black skirt with large bag 
ZJLo4kKI_uw,4,man with blue shirt and black pants in the middle walking away,man with blue shirt and black pants in the middle 
ZJLo4kKI_uw,5,woman in gray dress approaching the camera,woman in gray dress
ZJLo4kKI_uw,6,a man with black tshirt and a bag is standing on the right side,a man with black tshirt and a bag on the right side
ZLydEwpx0cc,0,man making a roll,man 
ZMtPgxqrA3Q,0,kid in blue shorts climbing,kid in blue shorts 
ZPt502xxzTo,0,Black cat climbing the pillar,Black cat
ZQ1iBiYjsU8,0,baby is climbing the stairs,baby 
ZQ1iBiYjsU8,1,a man sitting on the stairs and taking care of the baby,a man
ZRH29v3qP7U,0, blue ball is moving on a bowling floor, blue ball
ZRpHMLwIih4,0,a bird is flying,a bird 
ZTOoY683VCg,0,the cat is majestically bounding through powdery snow,the cat
ZToCdyGSduw,0,a man in white shirt is rolling and jumping,a man in white shirt
ZWBBn2Ow9Cs,0,a man with uniform is walking on the left apart from the group,a man with uniform 
ZWBBn2Ow9Cs,1,a man in front is walking,a man in front
ZWBBn2Ow9Cs,2,Guy in the black suit sitting on the platform,Guy in the black suit
ZWBBn2Ow9Cs,3,Guy with musical instrument is walking in the front on the left,Guy with musical instrument in the front on the left
ZWBBn2Ow9Cs,4,a man is playing an instrument in the middle of a group,a man
ZWBBn2Ow9Cs,5,man in the front second from the right,man in the front second from the right
ZWBBn2Ow9Cs,6,man in uniform walking on the right most,man in uniform on the right most
ZWBBn2Ow9Cs,7,a man is playing an instrument in the middle of a group,a man
ZWgjKwgKDRg,0,man eating,man
Z_p23R116ds,0,a dog is crawling,a dog 
Z_p23R116ds,1,boy in white sitting on the floor,boy in white
Z_zaDOvAfUY,0,a gray car is jumping up and down,a gray car 
ZcH052nY7II,0,see bird flying over water,see bird 
ZdB1Rb1kGxE,0,Fuzzy brown dog eating from the bowl,Fuzzy brown dog 
ZdB1Rb1kGxE,1,a girl is sitting and feeding food to a dog,a girl 
ZdgEwZ7xYxo,0,the man in the white outfit is hopping over some exercise balls,the man in the white outfit 
ZdgEwZ7xYxo,1,blue ball on the left,blue ball on the left
ZdgEwZ7xYxo,2,man in white jumping over the blue balls,man in white
ZhmnM4ur4ag,0,a person is standing on the left,a person on the left
ZhmnM4ur4ag,1,boy bouncing a yellow ball,boy 
ZhmnM4ur4ag,2,a yellow ball is jumping top and down,a yellow ball 
ZhmnM4ur4ag,3,a big blue ball on the middle,a big blue ball on the middle
ZhqJyvNzA7Q,0,Black dog is eating the chicken on the floor,Black dog
Zk0b_ABep0A,0,dog is jumping in to the water,dog 
Zkhov9pLYBM,0,White chicken walking on the ground,White chicken 
ZmOXCmoLlTI,0,man crawling on the floor,man 
ZmOXCmoLlTI,1,a blue ball is sitting on the back right,a blue ball on the back right
Zp9pvwkC7H8,0,a brown dog is walking outside,a brown dog 
Zp9pvwkC7H8,1,man walking on the streets with the dog,man
Zp9pvwkC7H8,2,Guy in black shirt and striped shorts walking near the buildings,Guy in black shirt and striped shorts 
Zp9pvwkC7H8,3,a man in white shirt on the behind is walking,a man in white shirt on the behind 
ZqFQ_8NI6rc,0,the dog is crawling behind the baby,the dog 
ZqFQ_8NI6rc,1,baby crawling in the front,baby 
ZqFQ_8NI6rc,2,a dog is crawling on the right,a dog on the right
ZusU_rZY7ms,0,parrot is holding the rood of the cage,parrot 
ZvWYno1PwiI,0,a white cat is eating a corn,a white cat 
ZvgJ7mVxeg0,0,ball is bouncing in the room,ball
ZvwpQGmAeFo,0,Green car is dancing in large mall room,Green car 
ZvwpQGmAeFo,1,Guy in white shirt standing behind the car,Guy in white shirt
ZwAhizK__6s,0,dog jumping in the water,dog
ZwAhizK__6s,1,woman is standing near the dog,woman 
ZwCBaBsvxrE,0,the black car is driving,the black car
ZwCBaBsvxrE,1,red car running in the back,red car in the back
ZxJPU-wiue4,0,a white dog is walking,a white dog
ZxJPU-wiue4,1,Woman in black dress is walking with white poodle,Woman in black dress
ZxsjhocQ8WQ,0,a man is crawling,a man
Zzn0EYnVuzQ,0,kid in the center jumping,kid in the center 
Zzn0EYnVuzQ,1,a man in white cover is standing on the left,a man in white cover on the left
Zzn0EYnVuzQ,2,girl in school uniform standing on the left,girl in school uniform on the left
